id,ticker,empresa,date,open,high,low,close,adj close,volume
10,BKT,Bankinter,2019-01-02,4.997591,5.049439,4.896775,5.026395,3.784958,1693833
10,BKT,Bankinter,2019-01-03,4.99039,5.0552,4.954384,4.999031,3.764353,2975539
10,BKT,Bankinter,2019-01-04,5.033596,5.177619,5.023515,5.154576,3.88148,2396190
10,BKT,Bankinter,2019-01-07,5.151695,5.189141,5.107048,5.151695,3.879312,3698789
10,BKT,Bankinter,2019-01-08,5.148815,5.259712,5.148815,5.210744,3.923777,3464147
10,BKT,Bankinter,2019-01-09,5.242429,5.266913,5.082564,5.099847,3.840269,2600742
10,BKT,Bankinter,2019-01-10,5.076803,5.12001,5.017754,5.040798,3.795804,2777294
10,BKT,Bankinter,2019-01-11,5.029276,5.043678,4.922699,4.92846,3.711212,3487911
10,BKT,Bankinter,2019-01-14,4.918378,4.92702,4.856448,4.902536,3.69169,2593794
10,BKT,Bankinter,2019-01-15,4.93278,4.987509,4.9299,4.952944,3.729649,1986378
10,BKT,Bankinter,2019-01-16,4.984629,5.115689,4.975987,5.111369,3.848945,4452797
10,BKT,Bankinter,2019-01-17,5.069602,5.108488,5.035037,5.035037,3.791466,2212381
10,BKT,Bankinter,2019-01-18,5.094086,5.143054,5.072483,5.122891,3.857621,4257416
10,BKT,Bankinter,2019-01-21,5.108488,5.11857,5.036477,5.069602,3.817494,2556754
10,BKT,Bankinter,2019-01-22,5.026395,5.076803,4.99327,5.05664,3.807734,3766225
10,BKT,Bankinter,2019-01-23,5.029276,5.235228,5.029276,5.167538,3.891241,3358432
10,BKT,Bankinter,2019-01-24,5.289957,5.385012,5.1805,5.238109,3.944382,5572425
10,BKT,Bankinter,2019-01-25,5.331724,5.331724,5.217946,5.256832,3.958482,3793056
10,BKT,Bankinter,2019-01-28,5.213625,5.220826,5.073923,5.073923,3.820749,4114672
10,BKT,Bankinter,2019-01-29,5.084004,5.084004,5.014873,5.05664,3.807734,3190387
10,BKT,Bankinter,2019-01-30,5.05664,5.065281,4.99471,5.022075,3.781706,2534798
10,BKT,Bankinter,2019-01-31,5.027836,5.05376,4.883813,4.902536,3.69169,5152617
10,BKT,Bankinter,2019-02-01,4.899655,4.915498,4.814682,4.849247,3.651563,6074017
10,BKT,Bankinter,2019-02-04,4.833405,4.833405,4.702344,4.745551,3.573478,4744244
10,BKT,Bankinter,2019-02-05,4.754192,4.807481,4.713866,4.774355,3.595169,4285922
10,BKT,Bankinter,2019-02-06,4.752752,4.843486,4.732589,4.843486,3.647224,3111214
10,BKT,Bankinter,2019-02-07,4.8046,4.856448,4.757073,4.757073,3.582154,2819681
10,BKT,Bankinter,2019-02-08,4.745551,4.767154,4.687942,4.716746,3.551787,3113533
10,BKT,Bankinter,2019-02-11,4.754192,4.816122,4.732589,4.791638,3.608182,1821113
10,BKT,Bankinter,2019-02-12,4.817562,4.873731,4.775796,4.853568,3.654817,2421311
10,BKT,Bankinter,2019-02-13,4.852128,4.885253,4.8046,4.826204,3.634212,3001530
10,BKT,Bankinter,2019-02-14,4.86653,4.888133,4.787317,4.791638,3.608182,3052991
10,BKT,Bankinter,2019-02-15,4.788758,4.983188,4.755632,4.977428,3.748086,4706733
10,BKT,Bankinter,2019-02-18,4.983188,5.022075,4.963025,4.980308,3.750254,2383515
10,BKT,Bankinter,2019-02-19,4.950063,4.988949,4.921259,4.988949,3.756761,1503696
10,BKT,Bankinter,2019-02-20,5.001911,5.011993,4.954384,5.000471,3.765437,2441303
10,BKT,Bankinter,2019-02-21,5.016314,5.016314,4.939982,4.99327,3.760014,1920250
10,BKT,Bankinter,2019-02-22,4.997591,5.013433,4.963025,4.970226,3.742662,1443096
10,BKT,Bankinter,2019-02-25,5.006232,5.043678,4.981748,5.004792,3.768692,3242383
10,BKT,Bankinter,2019-02-26,4.975987,5.060961,4.975987,5.040798,3.795804,1334644
10,BKT,Bankinter,2019-02-27,5.016314,5.115689,5.016314,5.088325,3.831593,4195135
10,BKT,Bankinter,2019-02-28,5.075363,5.220826,5.060961,5.200663,3.916186,4175479
10,BKT,Bankinter,2019-03-01,5.220826,5.230908,5.145934,5.156016,3.882566,3976057
10,BKT,Bankinter,2019-03-04,5.186261,5.196342,5.114249,5.144494,3.873889,1939669
10,BKT,Bankinter,2019-03-05,5.148815,5.219386,5.134412,5.18482,3.904255,2944082
10,BKT,Bankinter,2019-03-06,5.18482,5.216505,5.141614,5.153135,3.880395,4331208
10,BKT,Bankinter,2019-03-07,5.157456,5.219386,4.980308,4.99615,3.762183,5030686
10,BKT,Bankinter,2019-03-08,4.975987,4.997591,4.935661,4.957264,3.732902,2428161
