name,date,do,pred,error,stock,day_gap,money,evolution,opti_real,opti_pred
arcelor,2024-01-02,25.41,25.41,0.0,3,,,,,
arcelor,2024-01-03,24.79,25.41,0.620000000000001,4,-0.620000000000001,-2.480000000000004,97.52,,
arcelor,2024-01-04,24.71,24.81,0.09999999999999787,4,-0.0799999999999983,-0.3199999999999932,97.2,,
arcelor,2024-01-05,24.3,24.73,0.4299999999999997,4,-0.41000000000000014,-1.6400000000000006,95.56,,
arcelor,2024-01-08,24.38,24.33,-0.05000000000000071,4,0.0799999999999983,0.3199999999999932,95.88,,
arcelor,2024-01-09,24.43,24.41,-0.019999999999999574,4,0.05000000000000071,0.20000000000000284,96.08,,
arcelor,2024-01-10,24.17,24.46,0.28999999999999915,4,-0.259999999999998,-1.039999999999992,95.04,,
arcelor,2024-01-11,24.07,24.2,0.129999999999999,4,-0.10000000000000142,-0.4000000000000057,94.64,,
arcelor,2024-01-12,24.39,24.11,-0.28000000000000114,4,0.3200000000000003,1.2800000000000011,95.92,,
arcelor,2024-01-15,24.18,24.42,0.240000000000002,4,-0.21000000000000085,-0.8400000000000034,95.08,,
arcelor,2024-01-16,24.62,24.21,-0.41000000000000014,4,0.4400000000000013,1.7600000000000051,96.84,,
arcelor,2024-01-17,24.82,24.64,-0.17999999999999972,4,0.1999999999999993,0.7999999999999972,97.64,,
arcelor,2024-01-18,25.44,24.84,-0.6000000000000014,3,0.620000000000001,1.860000000000003,99.5,,
arcelor,2024-01-19,25.34,25.44,0.10000000000000142,3,-0.10000000000000142,-0.30000000000000426,99.2,,
arcelor,2024-01-22,25.41,25.35,-0.05999999999999872,3,0.07000000000000028,0.21000000000000085,99.41,,
arcelor,2024-01-23,25.34,25.41,0.07000000000000028,3,-0.07000000000000028,-0.21000000000000085,99.2,,
arcelor,2024-01-24,25.42,25.35,-0.07000000000000028,3,0.08000000000000185,0.24000000000000554,99.44,,
arcelor,2024-01-25,25.63,25.42,-0.2099999999999973,3,0.2099999999999973,0.6299999999999919,100.07,,
arcelor,2024-01-26,25.54,25.63,0.08999999999999986,3,-0.08999999999999986,-0.2699999999999996,99.8,,
arcelor,2024-01-29,25.7,25.54,-0.16000000000000014,3,0.16000000000000014,0.4800000000000004,100.28,,
arcelor,2024-01-30,24.98,25.7,0.7199999999999989,4,-0.7199999999999989,-2.8799999999999955,97.4,,
arcelor,2024-01-31,25.47,24.99,-0.4800000000000004,3,0.48999999999999844,1.4699999999999953,98.87,,
arcelor,2024-02-01,25.2,25.47,0.2699999999999996,3,-0.2699999999999996,-0.8099999999999987,98.06,,
arcelor,2024-02-02,26.43,25.21,-1.2199999999999989,3,1.2300000000000004,3.6900000000000013,101.75,103.69,
arcelor,2024-02-05,26.5,26.41,-0.08999999999999986,3,0.07000000000000028,0.21000000000000085,101.96,103.9,
arcelor,2024-02-06,26.49,26.48,-0.00999999999999801,3,-0.010000000000001563,-0.03000000000000469,101.93,103.87,
arcelor,2024-02-07,25.34,26.47,1.129999999999999,3,-1.1499999999999986,-3.4499999999999957,98.48,100.42,
arcelor,2024-02-08,25.17,25.35,0.17999999999999972,3,-0.16999999999999815,-0.5099999999999945,97.97,99.91,
arcelor,2024-02-09,25.2,25.18,-0.019999999999999574,3,0.029999999999997584,0.08999999999999275,98.06,100.0,
arcelor,2024-02-12,25.62,25.21,-0.41000000000000014,3,0.4200000000000017,1.2600000000000051,99.32,101.26,
arcelor,2024-02-13,24.86,25.62,0.7600000000000016,4,-0.7600000000000016,-3.0400000000000063,96.28,98.22,
arcelor,2024-02-14,24.41,24.88,0.46999999999999886,4,-0.4499999999999993,-1.7999999999999972,94.48,96.42,
arcelor,2024-02-15,24.36,24.44,0.08000000000000185,4,-0.05000000000000071,-0.20000000000000284,94.28,96.22,
arcelor,2024-02-16,24.36,24.39,0.030000000000001137,4,0.0,0.0,94.28,96.22,
arcelor,2024-02-19,24.3,24.39,0.08999999999999986,4,-0.05999999999999872,-0.23999999999999488,94.04,95.98,
arcelor,2024-02-20,24.04,24.33,0.28999999999999915,4,-0.26000000000000156,-1.0400000000000063,93.0,94.94,
arcelor,2024-02-21,24.37,24.08,-0.2900000000000027,4,0.33000000000000185,1.3200000000000074,94.32,96.26,101.32
arcelor,2024-02-22,24.1,24.4,0.29999999999999716,4,-0.2699999999999996,-1.0799999999999983,93.24,95.18,100.24
arcelor,2024-02-23,24.13,24.13,0.0,4,0.029999999999997584,0.11999999999999034,93.36,95.3,100.36
arcelor,2024-02-26,24.08,24.16,0.08000000000000185,4,-0.05000000000000071,-0.20000000000000284,93.16,95.1,100.16
