name,date,do,pred,error,stock,day_gap,money,evolution,opti_real,opti_pred
indra,2024-01-02,14.17,14.01,-0.16000000000000014,7,,,,,
indra,2024-01-03,14.07,14.17,0.09999999999999964,7,-0.09999999999999964,-0.6999999999999975,99.3,,99.3
indra,2024-01-04,14.26,14.07,-0.1899999999999995,7,0.1899999999999995,1.3299999999999965,100.63,,100.63
indra,2024-01-05,14.88,14.26,-0.620000000000001,6,0.620000000000001,3.720000000000006,104.35,,104.35
indra,2024-01-08,15.21,14.88,-0.33000000000000007,6,0.33000000000000007,1.9800000000000004,106.33,,106.33
indra,2024-01-09,15.31,15.21,-0.09999999999999964,6,0.09999999999999964,0.5999999999999979,106.93,,106.93
indra,2024-01-10,15.24,15.31,0.07000000000000028,6,-0.07000000000000028,-0.4200000000000017,106.51,,106.51
indra,2024-01-11,15.65,15.24,-0.41000000000000014,6,0.41000000000000014,2.460000000000001,108.97,,108.97
indra,2024-01-12,15.8,15.65,-0.15000000000000036,6,0.15000000000000036,0.9000000000000021,109.87,,109.87
indra,2024-01-15,15.67,15.81,0.14000000000000057,6,-0.13000000000000078,-0.7800000000000047,109.09,,109.09
indra,2024-01-16,15.91,15.67,-0.2400000000000002,6,0.2400000000000002,1.4400000000000013,110.53,,110.53
indra,2024-01-17,15.77,15.92,0.15000000000000036,6,-0.14000000000000057,-0.8400000000000034,109.69,,109.69
indra,2024-01-18,16.01,15.78,-0.2300000000000022,6,0.240000000000002,1.440000000000012,111.13,,111.13
indra,2024-01-19,16.12,16.02,-0.10000000000000142,6,0.10999999999999943,0.6599999999999966,111.78999999999999,,111.78999999999999
indra,2024-01-22,16.2,16.13,-0.07000000000000028,6,0.0799999999999983,0.47999999999998977,112.27,,112.27
indra,2024-01-23,16.22,16.21,-0.00999999999999801,6,0.019999999999999574,0.11999999999999744,112.39,,112.39
indra,2024-01-24,16.35,16.23,-0.120000000000001,6,0.13000000000000256,0.7800000000000153,113.17,,113.17
indra,2024-01-25,16.47,16.36,-0.10999999999999943,6,0.11999999999999744,0.7199999999999847,113.89,,113.89
indra,2024-01-26,16.33,16.48,0.15000000000000213,6,-0.14000000000000057,-0.8400000000000034,113.05,,113.05
indra,2024-01-29,16.0,16.34,0.33999999999999986,6,-0.3299999999999983,-1.9799999999999898,111.07,,111.07
indra,2024-01-30,16.02,16.01,-0.00999999999999801,6,0.019999999999999574,0.11999999999999744,111.19,,111.19
indra,2024-01-31,16.06,16.03,-0.029999999999997584,6,0.03999999999999915,0.23999999999999488,111.43,,111.43
indra,2024-02-01,16.09,16.07,-0.019999999999999574,6,0.030000000000001137,0.18000000000000682,111.61,,111.61
indra,2024-02-02,15.95,16.1,0.15000000000000213,6,-0.14000000000000057,-0.8400000000000034,110.77,,110.77
indra,2024-02-05,16.1,15.96,-0.14000000000000057,6,0.15000000000000213,0.9000000000000128,111.67,,111.67
indra,2024-02-06,16.22,16.11,-0.10999999999999943,6,0.11999999999999744,0.7199999999999847,112.39,,112.39
indra,2024-02-07,15.94,16.23,0.2900000000000009,6,-0.27999999999999936,-1.6799999999999962,110.71000000000001,,110.71000000000001
indra,2024-02-08,15.96,15.95,-0.010000000000001563,6,0.02000000000000135,0.1200000000000081,110.83,,110.83
indra,2024-02-09,15.85,15.97,0.120000000000001,6,-0.11000000000000121,-0.6600000000000072,110.17,,110.17
indra,2024-02-12,15.95,15.85,-0.09999999999999964,6,0.09999999999999964,0.5999999999999979,110.77,,110.77
indra,2024-02-13,15.89,15.96,0.07000000000000028,6,-0.05999999999999872,-0.3599999999999923,110.41,,110.41
indra,2024-02-14,15.83,15.89,0.0600000000000005,6,-0.0600000000000005,-0.360000000000003,110.05,,110.05
indra,2024-02-15,15.75,15.83,0.08000000000000007,6,-0.08000000000000007,-0.4800000000000004,109.57,,109.57
indra,2024-02-16,15.89,15.75,-0.14000000000000057,6,0.14000000000000057,0.8400000000000034,110.41,,110.41
indra,2024-02-19,15.93,15.89,-0.03999999999999915,6,0.03999999999999915,0.23999999999999488,110.65,,110.65
indra,2024-02-20,16.07,15.94,-0.13000000000000078,6,0.14000000000000057,0.8400000000000034,111.49,,111.49
indra,2024-02-21,16.03,16.08,0.04999999999999716,6,-0.03999999999999915,-0.23999999999999488,111.25,,111.25
indra,2024-02-22,17.08,16.04,-1.0399999999999991,5,1.0499999999999972,5.249999999999986,116.5,105.25,116.5
indra,2024-02-23,17.67,17.1,-0.5700000000000003,5,0.5900000000000034,2.950000000000017,119.45,108.2,119.45
indra,2024-02-26,17.69,17.69,0.0,5,0.019999999999999574,0.09999999999999787,119.55,108.3,119.55
