name,date,do,pred,error,stock,day_gap,money,evolution,opti_real,opti_pred
repsol,2024-01-02,13.56,13.75,0.1899999999999995,7,,,,,
repsol,2024-01-03,13.09,13.56,0.47000000000000064,7,-0.47000000000000064,-3.2900000000000045,96.71,,
repsol,2024-01-04,12.93,13.09,0.16000000000000014,7,-0.16000000000000014,-1.120000000000001,95.59,,
repsol,2024-01-05,12.96,12.93,-0.030000000000001137,7,0.030000000000001137,0.21000000000000796,95.8,,100.21
repsol,2024-01-08,13.11,12.96,-0.14999999999999858,7,0.14999999999999858,1.04999999999999,96.85,,101.26
repsol,2024-01-09,13.24,13.11,-0.13000000000000078,7,0.13000000000000078,0.9100000000000055,97.76,,102.17
repsol,2024-01-10,13.28,13.24,-0.03999999999999915,7,0.03999999999999915,0.27999999999999403,98.04,,102.45
repsol,2024-01-11,13.06,13.28,0.21999999999999886,7,-0.21999999999999886,-1.539999999999992,96.5,,100.91
repsol,2024-01-12,13.23,13.06,-0.16999999999999993,7,0.16999999999999993,1.1899999999999995,97.69,,102.1
repsol,2024-01-15,13.0,13.23,0.23000000000000043,7,-0.23000000000000043,-1.610000000000003,96.08,,100.49
repsol,2024-01-16,12.98,13.0,0.019999999999999574,7,-0.019999999999999574,-0.13999999999999702,95.94,,100.35
repsol,2024-01-17,12.94,12.98,0.040000000000000924,7,-0.040000000000000924,-0.28000000000000647,95.66,,100.07
repsol,2024-01-18,13.15,12.94,-0.21000000000000085,7,0.21000000000000085,1.470000000000006,97.13,,101.54
repsol,2024-01-19,13.2,13.15,-0.049999999999998934,7,0.049999999999998934,0.34999999999999254,97.48,,101.89
repsol,2024-01-22,13.45,13.2,-0.25,7,0.25,1.75,99.23,,103.64
repsol,2024-01-23,13.66,13.45,-0.21000000000000085,7,0.21000000000000085,1.470000000000006,100.7,,105.11
repsol,2024-01-24,13.66,13.65,-0.009999999999999787,7,0.0,0.0,100.7,,105.11
repsol,2024-01-25,13.74,13.65,-0.08999999999999986,7,0.08000000000000007,0.5600000000000005,101.26,,105.67
repsol,2024-01-26,13.86,13.73,-0.129999999999999,7,0.11999999999999922,0.8399999999999945,102.1,,106.51
repsol,2024-01-29,13.52,13.85,0.33000000000000007,7,-0.33999999999999986,-2.379999999999999,99.72,,104.13
repsol,2024-01-30,13.31,13.52,0.20999999999999908,7,-0.20999999999999908,-1.4699999999999935,98.25,,102.66
repsol,2024-01-31,13.54,13.31,-0.22999999999999865,7,0.22999999999999865,1.6099999999999905,99.86,,104.27
repsol,2024-02-01,13.54,13.54,0.0,7,0.0,0.0,99.86,,104.27
repsol,2024-02-02,13.72,13.54,-0.1800000000000015,7,0.1800000000000015,1.2600000000000104,101.12,,105.53
repsol,2024-02-05,13.79,13.71,-0.0799999999999983,7,0.06999999999999851,0.48999999999998956,101.61,,106.02
repsol,2024-02-06,13.94,13.78,-0.16000000000000014,7,0.15000000000000036,1.0500000000000025,102.66,,107.07
repsol,2024-02-07,14.01,13.93,-0.08000000000000007,7,0.07000000000000028,0.490000000000002,103.15,,107.56
repsol,2024-02-08,13.88,14.0,0.11999999999999922,7,-0.129999999999999,-0.909999999999993,102.24,,106.65
repsol,2024-02-09,13.81,13.87,0.05999999999999872,7,-0.07000000000000028,-0.490000000000002,101.75,,106.16
repsol,2024-02-12,13.58,13.8,0.22000000000000064,7,-0.23000000000000043,-1.610000000000003,100.14,,104.55
repsol,2024-02-13,13.81,13.58,-0.23000000000000043,7,0.23000000000000043,1.610000000000003,101.75,,106.16
repsol,2024-02-14,13.65,13.8,0.15000000000000036,7,-0.16000000000000014,-1.120000000000001,100.63,,105.04
repsol,2024-02-15,13.68,13.64,-0.03999999999999915,7,0.02999999999999936,0.20999999999999552,100.84,,105.25
repsol,2024-02-16,14.42,13.67,-0.75,6,0.7400000000000002,4.440000000000001,105.28,104.44,109.69
repsol,2024-02-19,14.56,14.41,-0.15000000000000036,6,0.14000000000000057,0.8400000000000034,106.12,105.28,110.53
repsol,2024-02-20,14.58,14.55,-0.02999999999999936,6,0.019999999999999574,0.11999999999999744,106.24,105.4,110.65
repsol,2024-02-21,14.76,14.57,-0.1899999999999995,6,0.17999999999999972,1.0799999999999983,107.32,106.48,111.73
repsol,2024-02-22,14.61,14.75,0.14000000000000057,6,-0.15000000000000036,-0.9000000000000021,106.42,105.58,110.83
repsol,2024-02-23,14.72,14.6,-0.120000000000001,6,0.11000000000000121,0.6600000000000072,107.08,106.24,111.49
repsol,2024-02-26,14.7,14.71,0.010000000000001563,6,-0.02000000000000135,-0.1200000000000081,106.96,106.12,111.37
