name,date,do,pred,error,stock,day_gap,money,evolution,opti_real,opti_pred
inditex,2024-01-02,38.07,37.61,-0.46000000000000085,2,,,,,
inditex,2024-01-03,37.81,38.07,0.259999999999998,2,-0.259999999999998,-0.519999999999996,99.48,,99.48
inditex,2024-01-04,38.26,37.81,-0.44999999999999574,2,0.44999999999999574,0.8999999999999915,100.38,,100.38
inditex,2024-01-05,38.19,38.26,0.07000000000000028,2,-0.07000000000000028,-0.14000000000000057,100.24,,100.24
inditex,2024-01-08,39.04,38.19,-0.8500000000000014,2,0.8500000000000014,1.7000000000000028,101.94,,101.94
inditex,2024-01-09,38.89,39.04,0.14999999999999858,2,-0.14999999999999858,-0.29999999999999716,101.64,,101.64
inditex,2024-01-10,38.76,38.89,0.13000000000000256,2,-0.13000000000000256,-0.2600000000000051,101.38,,101.38
inditex,2024-01-11,38.42,38.76,0.3399999999999963,2,-0.3399999999999963,-0.6799999999999926,100.7,,100.7
inditex,2024-01-12,38.63,38.42,-0.21000000000000085,2,0.21000000000000085,0.4200000000000017,101.12,,101.12
inditex,2024-01-15,38.87,38.63,-0.23999999999999488,2,0.23999999999999488,0.47999999999998977,101.6,,101.6
inditex,2024-01-16,39.12,38.87,-0.25,2,0.25,0.5,102.1,,102.1
inditex,2024-01-17,38.34,39.12,0.779999999999994,2,-0.779999999999994,-1.559999999999988,100.54,,100.54
inditex,2024-01-18,39.01,38.34,-0.6699999999999946,2,0.6699999999999946,1.3399999999999892,101.88,,101.88
inditex,2024-01-19,39.14,39.01,-0.13000000000000256,2,0.13000000000000256,0.2600000000000051,102.14,,102.14
inditex,2024-01-22,38.87,39.14,0.2700000000000031,2,-0.2700000000000031,-0.5400000000000063,101.6,,101.6
inditex,2024-01-23,38.92,38.87,-0.05000000000000426,2,0.05000000000000426,0.10000000000000853,101.7,,101.7
inditex,2024-01-24,40.0,38.92,-1.0799999999999983,2,1.0799999999999983,2.1599999999999966,103.86,102.16,103.86
inditex,2024-01-25,39.71,40.01,0.29999999999999716,2,-0.28999999999999915,-0.5799999999999983,103.28,101.58,103.28
inditex,2024-01-26,39.55,39.71,0.1600000000000037,2,-0.1600000000000037,-0.3200000000000074,102.96,101.26,102.96
inditex,2024-01-29,39.63,39.55,-0.0800000000000054,2,0.0800000000000054,0.1600000000000108,103.12,101.42,103.12
inditex,2024-01-30,38.81,39.63,0.8200000000000003,2,-0.8200000000000003,-1.6400000000000006,101.48,99.78,101.48
inditex,2024-01-31,39.07,38.81,-0.259999999999998,2,0.259999999999998,0.519999999999996,102.0,100.3,102.0
inditex,2024-02-01,38.5,39.07,0.5700000000000003,2,-0.5700000000000003,-1.1400000000000006,100.86,99.16,100.86
inditex,2024-02-02,38.88,38.5,-0.38000000000000256,2,0.38000000000000256,0.7600000000000051,101.62,99.92,101.62
inditex,2024-02-05,39.06,38.88,-0.17999999999999972,2,0.17999999999999972,0.35999999999999943,101.98,100.28,101.98
inditex,2024-02-06,39.42,39.06,-0.35999999999999943,2,0.35999999999999943,0.7199999999999989,102.7,101.0,102.7
inditex,2024-02-07,39.11,39.42,0.3100000000000023,2,-0.3100000000000023,-0.6200000000000045,102.08,100.38,102.08
inditex,2024-02-08,39.21,39.11,-0.10000000000000142,2,0.10000000000000142,0.20000000000000284,102.28,100.58,102.28
inditex,2024-02-09,39.39,39.21,-0.17999999999999972,2,0.17999999999999972,0.35999999999999943,102.64,100.94,102.64
inditex,2024-02-12,39.6,39.39,-0.21000000000000085,2,0.21000000000000085,0.4200000000000017,103.06,101.36,103.06
inditex,2024-02-13,39.67,39.6,-0.07000000000000028,2,0.07000000000000028,0.14000000000000057,103.2,101.5,103.2
inditex,2024-02-14,40.1,39.67,-0.4299999999999997,2,0.4299999999999997,0.8599999999999994,104.06,102.36,104.06
inditex,2024-02-15,40.81,40.11,-0.7000000000000028,2,0.7100000000000009,1.4200000000000017,105.48,103.78,105.48
inditex,2024-02-16,41.04,40.82,-0.21999999999999886,2,0.22999999999999687,0.45999999999999375,105.94,104.24,105.94
inditex,2024-02-19,41.01,41.05,0.03999999999999915,2,-0.030000000000001137,-0.060000000000002274,105.88,104.18,105.88
inditex,2024-02-20,41.6,41.02,-0.5799999999999983,2,0.5900000000000034,1.1800000000000068,107.06,105.36,107.06
inditex,2024-02-21,41.04,41.62,0.5799999999999983,2,-0.5600000000000023,-1.1200000000000045,105.94,104.24,105.94
inditex,2024-02-22,41.01,41.05,0.03999999999999915,2,-0.030000000000001137,-0.060000000000002274,105.88,104.18,105.88
inditex,2024-02-23,41.01,41.02,0.010000000000005116,2,0.0,0.0,105.88,104.18,105.88
inditex,2024-02-26,41.1,41.02,-0.0799999999999983,2,0.09000000000000341,0.18000000000000682,106.06,104.36,106.06
