name,date,do,pred,error,stock,day_gap,money,evolution,opti_real,opti_pred
melia,2024-01-02,5.91,5.85,-0.0600000000000005,16,,,,,
melia,2024-01-03,5.88,5.91,0.03000000000000025,17,-0.03000000000000025,-0.5100000000000042,99.49,,
melia,2024-01-04,5.9,5.88,-0.020000000000000462,16,0.020000000000000462,0.3200000000000074,99.81,,
melia,2024-01-05,5.84,5.9,0.0600000000000005,17,-0.0600000000000005,-1.0200000000000085,98.79,,
melia,2024-01-08,5.84,5.85,0.009999999999999787,17,0.0,0.0,98.79,,
melia,2024-01-09,5.82,5.85,0.02999999999999936,17,-0.019999999999999574,-0.33999999999999275,98.45,,
melia,2024-01-10,5.74,5.83,0.08999999999999986,17,-0.08000000000000007,-1.3600000000000012,97.09,,
melia,2024-01-11,5.8,5.75,-0.04999999999999982,17,0.05999999999999961,1.0199999999999934,98.11,,101.02
melia,2024-01-12,5.94,5.81,-0.13000000000000078,16,0.14000000000000057,2.240000000000009,100.35,,103.26
melia,2024-01-15,6.1,5.94,-0.15999999999999925,16,0.15999999999999925,2.559999999999988,102.91,,105.82
melia,2024-01-16,6.16,6.1,-0.0600000000000005,16,0.0600000000000005,0.960000000000008,103.87,,106.78
melia,2024-01-17,6.19,6.16,-0.03000000000000025,16,0.03000000000000025,0.480000000000004,104.35,,107.26
melia,2024-01-18,6.26,6.19,-0.0699999999999994,15,0.0699999999999994,1.049999999999991,105.4,,108.31
melia,2024-01-19,6.3,6.26,-0.040000000000000036,15,0.040000000000000036,0.6000000000000005,106.0,,108.91
melia,2024-01-22,6.3,6.3,0.0,15,0.0,0.0,106.0,,108.91
melia,2024-01-23,6.18,6.3,0.1200000000000001,16,-0.1200000000000001,-1.9200000000000017,104.08,,106.99
melia,2024-01-24,6.2,6.18,-0.020000000000000462,16,0.020000000000000462,0.3200000000000074,104.4,,107.31
melia,2024-01-25,6.24,6.2,-0.040000000000000036,16,0.040000000000000036,0.6400000000000006,105.04,,107.95
melia,2024-01-26,6.17,6.24,0.07000000000000028,16,-0.07000000000000028,-1.1200000000000045,103.92,,106.83
melia,2024-01-29,6.23,6.17,-0.0600000000000005,16,0.0600000000000005,0.960000000000008,104.88,,107.79
melia,2024-01-30,6.2,6.23,0.03000000000000025,16,-0.03000000000000025,-0.480000000000004,104.4,,107.31
melia,2024-01-31,6.3,6.2,-0.09999999999999964,15,0.09999999999999964,1.4999999999999947,105.9,,108.81
melia,2024-02-01,6.28,6.3,0.019999999999999574,15,-0.019999999999999574,-0.2999999999999936,105.6,,108.51
melia,2024-02-02,6.29,6.28,-0.009999999999999787,15,0.009999999999999787,0.1499999999999968,105.75,,108.66
melia,2024-02-05,6.28,6.29,0.009999999999999787,15,-0.009999999999999787,-0.1499999999999968,105.6,,108.51
melia,2024-02-06,6.34,6.28,-0.05999999999999961,15,0.05999999999999961,0.8999999999999941,106.5,,109.41
melia,2024-02-07,6.16,6.34,0.17999999999999972,16,-0.17999999999999972,-2.8799999999999955,103.62,,106.53
melia,2024-02-08,6.1,6.16,0.0600000000000005,16,-0.0600000000000005,-0.960000000000008,102.66,,105.57
melia,2024-02-09,6.18,6.1,-0.08000000000000007,16,0.08000000000000007,1.2800000000000011,103.94,,106.85
melia,2024-02-12,6.11,6.18,0.0699999999999994,16,-0.0699999999999994,-1.1199999999999903,102.82,,105.73
melia,2024-02-13,6.18,6.11,-0.0699999999999994,16,0.0699999999999994,1.1199999999999903,103.94,,106.85
melia,2024-02-14,6.74,6.18,-0.5600000000000005,14,0.5600000000000005,7.840000000000007,111.78,107.84,114.69
melia,2024-02-15,6.8,6.73,-0.0699999999999994,14,0.05999999999999961,0.8399999999999945,112.62,108.68,115.53
melia,2024-02-16,6.82,6.79,-0.03000000000000025,14,0.020000000000000462,0.28000000000000647,112.9,108.96000000000001,115.81
melia,2024-02-19,6.88,6.81,-0.07000000000000028,14,0.05999999999999961,0.8399999999999945,113.74,109.8,116.65
melia,2024-02-20,6.93,6.86,-0.0699999999999994,14,0.04999999999999982,0.6999999999999975,114.44,110.5,117.35
melia,2024-02-21,6.77,6.91,0.14000000000000057,14,-0.16000000000000014,-2.240000000000002,112.2,108.26,115.11
melia,2024-02-22,6.69,6.76,0.0699999999999994,14,-0.07999999999999918,-1.1199999999999886,111.08,107.14,113.99
melia,2024-02-23,6.74,6.68,-0.0600000000000005,14,0.04999999999999982,0.6999999999999975,111.78,107.84,114.69
melia,2024-02-26,6.63,6.73,0.10000000000000053,15,-0.11000000000000032,-1.6500000000000048,110.13,106.19,113.03999999999999
