id,ticker,empresa,date,open,high,low,close,adj close,volume
4,ACS,Grupo ACS,2019-01-02,33.28299,33.28299,32.245056,32.857929,22.656153,579957
4,ACS,Grupo ACS,2019-01-03,32.521839,33.243446,32.422989,32.937012,22.71068,826120
4,ACS,Grupo ACS,2019-01-04,33.312641,33.599312,33.184135,33.431263,23.051476,962645
4,ACS,Grupo ACS,2019-01-07,33.708046,33.905746,33.243446,33.539997,23.12645,1501743
4,ACS,Grupo ACS,2019-01-08,33.530113,34.231953,33.451035,33.885979,23.365011,1264760
4,ACS,Grupo ACS,2019-01-09,34.182529,34.528503,33.955173,34.182529,23.569485,634188
4,ACS,Grupo ACS,2019-01-10,33.846436,34.014481,33.539997,33.895863,23.37183,630459
4,ACS,Grupo ACS,2019-01-11,33.984825,34.597702,33.797012,34.222069,23.596752,517799
4,ACS,Grupo ACS,2019-01-14,34.202297,34.202297,33.61908,33.727818,23.255957,471160
4,ACS,Grupo ACS,2019-01-15,34.014481,34.261608,33.273102,33.273102,22.942421,1018787
4,ACS,Grupo ACS,2019-01-16,33.38184,33.747585,33.263218,33.747585,23.269585,596911
4,ACS,Grupo ACS,2019-01-17,33.57954,34.182529,33.460918,34.054024,23.480885,1303468
4,ACS,Grupo ACS,2019-01-18,34.390114,34.983219,34.320919,34.914021,24.073864,815065
4,ACS,Grupo ACS,2019-01-21,35.002987,35.18092,34.657009,34.923908,24.080683,631414
4,ACS,Grupo ACS,2019-01-22,34.587814,35.358849,34.498852,35.14138,24.546923,714033
4,ACS,Grupo ACS,2019-01-23,34.963448,35.665287,34.914021,35.230343,24.609068,823468
4,ACS,Grupo ACS,2019-01-24,35.299541,35.823448,35.121609,35.487354,24.788591,792948
4,ACS,Grupo ACS,2019-01-25,35.783909,36.119999,35.605976,35.783909,24.995743,805738
4,ACS,Grupo ACS,2019-01-28,35.764137,36.208965,35.685059,35.853104,25.044075,679682
4,ACS,Grupo ACS,2019-01-29,35.783909,35.813564,35.200687,35.586205,24.857641,694436
4,ACS,Grupo ACS,2019-01-30,35.586205,35.803677,35.210575,35.803677,25.009548,2246422
4,ACS,Grupo ACS,2019-01-31,36.011265,36.070576,35.51701,35.685059,24.926691,666047
4,ACS,Grupo ACS,2019-02-01,35.892643,36.011265,35.625748,35.882759,25.064795,559730
4,ACS,Grupo ACS,2019-02-04,35.813564,35.961838,35.131493,35.447815,24.760973,852301
4,ACS,Grupo ACS,2019-02-05,35.51701,35.833332,35.220459,35.793793,25.002647,747992
4,ACS,Grupo ACS,2019-02-06,35.783909,35.783909,35.358849,35.388504,24.719545,676061
4,ACS,Grupo ACS,2019-02-07,35.358849,35.665287,34.785519,34.785519,24.298347,1407855
4,ACS,Grupo ACS,2019-02-08,34.666897,35.012875,34.47908,34.765747,24.284534,482305
4,ACS,Grupo ACS,2019-02-11,34.993103,35.546665,34.884369,35.408276,24.733356,550155
4,ACS,Grupo ACS,2019-02-12,35.625748,35.823448,35.447815,35.625748,24.885265,703614
4,ACS,Grupo ACS,2019-02-13,35.655403,36.297932,35.596092,36.100227,25.216702,805179
4,ACS,Grupo ACS,2019-02-14,36.327587,36.722988,36.031033,36.426437,25.444565,695387
4,ACS,Grupo ACS,2019-02-15,36.426437,37.03931,36.218849,36.782299,25.693136,1075327
4,ACS,Grupo ACS,2019-02-18,36.811954,37.118389,36.703217,37.118389,25.9279,577835
4,ACS,Grupo ACS,2019-02-19,37.108505,37.266666,36.950344,37.068966,25.893377,548367
4,ACS,Grupo ACS,2019-02-20,36.693333,37.1777,36.17931,36.811954,25.713852,1114440
4,ACS,Grupo ACS,2019-02-21,36.989883,37.533562,36.930573,37.07885,25.900293,590619
4,ACS,Grupo ACS,2019-02-22,37.059078,37.711494,36.891033,37.711494,26.342199,941717
4,ACS,Grupo ACS,2019-02-25,37.721378,38.047585,37.424828,38.047585,26.576963,718928
4,ACS,Grupo ACS,2019-02-26,37.849884,38.146435,37.612644,38.07724,26.597673,682531
4,ACS,Grupo ACS,2019-02-27,38.146435,38.403446,37.97839,38.205746,26.687441,716547
4,ACS,Grupo ACS,2019-02-28,38.156322,38.83839,37.810345,38.531956,26.91531,1334607
4,ACS,Grupo ACS,2019-03-01,38.848274,39.747814,38.709885,39.283218,27.440079,1247687
4,ACS,Grupo ACS,2019-03-04,39.54023,39.718159,39.223907,39.54023,27.619604,888112
4,ACS,Grupo ACS,2019-03-05,39.461147,39.520458,38.887817,39.095402,27.308882,931131
4,ACS,Grupo ACS,2019-03-06,39.026207,39.233791,38.818619,39.045979,27.274357,684345
4,ACS,Grupo ACS,2019-03-07,39.07563,39.421608,38.887817,38.887817,27.163887,1032733
4,ACS,Grupo ACS,2019-03-08,38.146435,38.146435,37.563217,37.93885,26.501011,1368869
4,ACS,Grupo ACS,2019-03-11,37.948734,38.265057,37.582989,38.235401,26.708155,611225
4,ACS,Grupo ACS,2019-03-12,38.294712,38.363907,37.84,38.07724,26.597673,882127
4,ACS,Grupo ACS,2019-03-13,37.93885,38.650574,37.849884,38.64069,26.991259,700178
4,ACS,Grupo ACS,2019-03-14,38.64069,39.095402,38.462757,38.522068,26.9084,1102205
4,ACS,Grupo ACS,2019-03-15,38.452873,38.986668,38.403446,38.897701,27.170784,1257629
4,ACS,Grupo ACS,2019-03-18,38.927357,39.085518,38.749424,38.848274,27.136257,624108
4,ACS,Grupo ACS,2019-03-19,38.947124,39.154713,38.630802,38.986668,27.232937,724313
4,ACS,Grupo ACS,2019-03-20,38.917473,39.223907,38.808735,38.808735,27.108641,899857
