Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,8.640000,8.642000,8.350000,8.582000,5.994900,860864
2019-01-03,8.526000,8.576000,8.402000,8.406000,5.871956,860687
2019-01-04,8.516000,8.898000,8.510000,8.882000,6.204463,1662782
2019-01-07,8.994000,9.054000,8.776000,8.976000,6.270126,1209968
2019-01-08,8.968000,9.340000,8.968000,9.200000,6.426599,3245342
2019-01-09,9.360000,9.500000,9.280000,9.362000,6.539764,2324541
2019-01-10,9.300000,9.350000,9.060000,9.224000,6.443365,1176812
2019-01-11,9.290000,9.330000,9.120000,9.196000,6.423806,779913
2019-01-14,9.090000,9.168000,9.006000,9.074000,6.338584,782192
2019-01-15,9.184000,9.294000,9.092000,9.160000,6.398659,1252648
2019-01-16,9.250000,9.334000,9.176000,9.334000,6.520205,792320
2019-01-17,9.310000,9.334000,9.132000,9.308000,6.502043,575522
2019-01-18,9.364000,9.544000,9.364000,9.494000,6.631972,1080424
2019-01-21,9.518000,9.538000,9.372000,9.372000,6.546750,766734
2019-01-22,9.276000,9.280000,9.122000,9.122000,6.372115,3225814
2019-01-23,9.020000,9.208000,9.020000,9.062000,6.330201,1119622
2019-01-24,9.092000,9.234000,9.036000,9.184000,6.415423,768273
2019-01-25,9.222000,9.436000,9.168000,9.402000,6.567707,1489407
2019-01-28,9.390000,9.464000,9.306000,9.440000,6.594251,1445089
2019-01-29,9.460000,9.460000,9.396000,9.396000,6.563514,1046545
2019-01-30,9.436000,9.574000,9.356000,9.362000,6.539764,1208794
2019-01-31,9.312000,9.510000,9.254000,9.504000,6.638958,1251865
2019-02-01,9.530000,9.622000,9.458000,9.550000,6.671092,1333444
2019-02-04,9.550000,9.550000,9.396000,9.510000,6.643150,699945
2019-02-05,9.530000,9.580000,9.460000,9.580000,6.692047,772485
2019-02-06,9.584000,9.690000,9.574000,9.642000,6.735357,1417170
2019-02-07,9.620000,9.620000,9.346000,9.346000,6.528587,1887854
2019-02-08,9.320000,9.338000,9.090000,9.126000,6.374908,831553
2019-02-11,9.214000,9.272000,9.112000,9.140000,6.384688,885590
2019-02-12,9.252000,9.268000,9.110000,9.132000,6.379100,773963
2019-02-13,9.140000,9.434000,9.140000,9.400000,6.566309,790215
2019-02-14,9.440000,9.514000,9.352000,9.388000,6.557927,790769
2019-02-15,9.336000,9.556000,9.268000,9.486000,6.626384,719700
2019-02-18,9.560000,9.608000,9.500000,9.594000,6.701826,868501
2019-02-19,9.530000,9.628000,9.502000,9.554000,6.673884,1023059
2019-02-20,9.600000,9.726000,9.530000,9.706000,6.780064,667898
2019-02-21,9.726000,9.736000,9.630000,9.658000,6.746533,541877
2019-02-22,9.672000,9.840000,9.672000,9.732000,6.798226,824911
2019-02-25,9.800000,9.890000,9.630000,9.650000,6.740946,987957
2019-02-26,9.602000,9.610000,9.522000,9.572000,6.686457,2335458
2019-02-27,9.572000,9.638000,9.514000,9.600000,6.706017,964473
2019-02-28,9.600000,9.600000,9.250000,9.308000,6.502043,1734692
2019-03-01,9.412000,9.412000,9.274000,9.280000,6.482484,1269665
2019-03-04,9.350000,9.592000,9.340000,9.502000,6.637561,1048353
2019-03-05,9.510000,9.636000,9.412000,9.456000,6.605428,784676
2019-03-06,9.424000,9.494000,9.390000,9.418000,6.578883,619380
2019-03-07,9.420000,9.420000,9.140000,9.144000,6.387482,1448532
2019-03-08,9.120000,9.124000,8.828000,8.892000,6.211449,1620666
2019-03-11,8.924000,8.980000,8.868000,8.958000,6.257552,1077352
2019-03-12,9.050000,9.190000,9.028000,9.076000,6.339981,678283
2019-03-13,9.082000,9.146000,9.060000,9.126000,6.374908,986666
2019-03-14,9.118000,9.258000,9.110000,9.110000,6.363730,584710
2019-03-15,9.148000,9.176000,9.064000,9.108000,6.362333,1194975
2019-03-18,9.174000,9.320000,9.174000,9.218000,6.439174,739809
2019-03-19,9.220000,9.426000,9.184000,9.382000,6.553736,858626
2019-03-20,9.300000,9.374000,9.174000,9.174000,6.408438,719374
2019-03-21,9.210000,9.306000,9.154000,9.160000,6.398659,587141
2019-03-22,9.200000,9.212000,8.810000,8.840000,6.175125,991106
2019-03-25,8.782000,8.810000,8.660000,8.746000,6.109461,828180
2019-03-26,8.760000,8.822000,8.690000,8.772000,6.127624,509112
2019-03-27,8.820000,8.876000,8.672000,8.706000,6.081520,848643
2019-03-28,8.798000,8.806000,8.654000,8.658000,6.047990,552097
2019-03-29,8.766000,8.938000,8.748000,8.834000,6.170934,1174579
2019-04-01,8.968000,9.188000,8.968000,9.156000,6.395865,1554843
2019-04-02,9.190000,9.304000,9.128000,9.190000,6.419615,838185
2019-04-03,9.348000,9.448000,9.280000,9.336000,6.521603,864975
2019-04-04,9.298000,9.388000,9.220000,9.318000,6.509029,607959
2019-04-05,9.366000,9.474000,9.302000,9.380000,6.552339,758830
2019-04-08,9.402000,9.430000,9.210000,9.270000,6.475499,767914
2019-04-09,9.270000,9.354000,9.212000,9.212000,6.434983,560547
2019-04-10,9.208000,9.412000,9.202000,9.254000,6.464322,993696
2019-04-11,9.242000,9.324000,9.206000,9.278000,6.481087,595098
2019-04-12,9.308000,9.478000,9.160000,9.470000,6.615206,1343917
2019-04-15,9.476000,9.554000,9.438000,9.450000,6.601236,1014813
2019-04-16,9.490000,9.558000,9.438000,9.522000,6.651533,952186
2019-04-17,9.520000,9.800000,9.500000,9.726000,6.794034,858543
2019-04-18,9.770000,9.800000,9.580000,9.768000,6.823372,906497
2019-04-23,9.776000,9.792000,9.574000,9.574000,6.687856,914876
2019-04-24,9.628000,9.756000,9.480000,9.516000,6.647340,810067
2019-04-25,9.464000,9.652000,9.322000,9.466000,6.612412,1447966
2019-04-26,9.490000,9.490000,9.302000,9.332000,6.518807,1377725
2019-04-29,9.296000,9.404000,9.292000,9.382000,6.553736,396665
2019-04-30,9.340000,9.388000,9.260000,9.274000,6.478292,878320
2019-05-02,9.320000,9.320000,9.072000,9.080000,6.342775,864582
2019-05-03,9.148000,9.150000,9.024000,9.070000,6.335789,916138
2019-05-06,8.924000,9.098000,8.740000,9.066000,6.332996,1131708
2019-05-07,9.086000,9.086000,8.820000,8.850000,6.182110,1102322
2019-05-08,8.916000,8.958000,8.770000,8.866000,6.193287,1249858
2019-05-09,8.900000,8.902000,8.540000,8.590000,6.000489,2092006
2019-05-10,8.772000,8.772000,8.602000,8.644000,6.038210,960029
2019-05-13,8.700000,8.800000,8.500000,8.500000,5.937619,1302720
2019-05-14,8.668000,8.924000,8.650000,8.890000,6.210052,1312217
2019-05-15,8.988000,8.988000,8.680000,8.892000,6.211449,2294282
2019-05-16,8.890000,9.010000,8.798000,8.978000,6.271523,887167
2019-05-17,8.994000,8.994000,8.812000,8.858000,6.187698,898233
2019-05-20,8.866000,8.868000,8.632000,8.686000,6.067548,831690
2019-05-21,8.750000,8.806000,8.650000,8.776000,6.130417,772849
2019-05-22,8.820000,8.844000,8.650000,8.660000,6.049387,1042689
2019-05-23,8.620000,8.626000,8.402000,8.446000,5.899899,1320353
2019-05-24,8.468000,8.672000,8.468000,8.668000,6.054976,885990
2019-05-27,8.768000,8.808000,8.730000,8.740000,6.105270,544748
2019-05-28,8.788000,8.800000,8.616000,8.620000,6.021445,1049519
2019-05-29,8.538000,8.538000,8.354000,8.386000,5.857985,1907656
2019-05-30,8.464000,8.598000,8.420000,8.538000,5.964165,882277
2019-05-31,8.468000,8.468000,8.314000,8.464000,5.912473,1301942
2019-06-03,8.200000,8.220000,7.904000,8.172000,5.918265,1500065
2019-06-04,8.154000,8.430000,8.102000,8.400000,6.083387,1236341
2019-06-05,8.414000,8.414000,8.176000,8.250000,5.974754,1325231
2019-06-06,8.292000,8.384000,8.250000,8.296000,6.008068,833091
2019-06-07,8.344000,8.396000,8.270000,8.302000,6.012414,614878
2019-06-10,8.302000,8.568000,8.302000,8.568000,6.205054,610683
2019-06-11,8.570000,8.862000,8.540000,8.786000,6.362933,1282513
2019-06-12,8.700000,8.814000,8.588000,8.664000,6.274579,864186
2019-06-13,8.730000,8.760000,8.600000,8.730000,6.322377,584135
2019-06-14,8.716000,8.728000,8.512000,8.576000,6.210847,604715
2019-06-17,8.582000,8.650000,8.444000,8.558000,6.197812,524692
2019-06-18,8.542000,8.854000,8.438000,8.820000,6.387555,782815
2019-06-19,8.810000,8.914000,8.682000,8.740000,6.329619,817493
2019-06-20,8.800000,8.884000,8.724000,8.794000,6.368727,717764
2019-06-21,8.768000,8.880000,8.768000,8.810000,6.380313,1273988
2019-06-24,8.794000,8.876000,8.654000,8.702000,6.302098,366371
2019-06-25,8.686000,8.802000,8.622000,8.692000,6.294857,417710
2019-06-26,8.698000,8.936000,8.698000,8.850000,6.409283,768912
2019-06-27,8.888000,8.980000,8.840000,8.922000,6.461425,1223937
2019-06-28,8.940000,8.950000,8.790000,8.830000,6.394799,814849
2019-07-01,9.000000,9.084000,8.970000,9.040000,6.546883,1011164
2019-07-02,9.036000,9.036000,8.590000,8.684000,6.289063,1724057
2019-07-03,8.600000,8.600000,8.360000,8.438000,6.254963,979912
2019-07-04,8.420000,8.554000,8.410000,8.410000,6.234208,676606
2019-07-05,8.410000,8.410000,8.200000,8.216000,6.090398,1364357
2019-07-08,8.240000,8.406000,8.210000,8.260000,6.123015,1132950
2019-07-09,8.220000,8.220000,7.950000,7.970000,5.908042,1567136
2019-07-10,7.980000,8.132000,7.980000,8.000000,5.930281,1016293
2019-07-11,8.016000,8.018000,7.860000,7.876000,5.838361,1065825
2019-07-12,7.928000,8.042000,7.888000,7.926000,5.875426,594820
2019-07-15,7.988000,8.038000,7.906000,7.932000,5.879874,885660
2019-07-16,7.930000,8.062000,7.930000,8.054000,5.970310,764093
2019-07-17,7.970000,7.984000,7.810000,7.830000,5.804263,1099755
2019-07-18,7.806000,7.856000,7.740000,7.790000,5.774611,866769
2019-07-19,7.866000,7.944000,7.826000,7.912000,5.865048,929340
2019-07-22,7.920000,8.040000,7.918000,7.968000,5.906560,852251
2019-07-23,8.036000,8.218000,8.030000,8.154000,6.044439,1549903
2019-07-24,8.234000,8.246000,8.058000,8.184000,6.066677,555396
2019-07-25,8.170000,8.288000,7.910000,7.988000,5.921386,949960
2019-07-26,8.000000,8.000000,7.500000,7.604000,5.636733,1389907
2019-07-29,7.662000,7.664000,7.554000,7.636000,5.660454,937301
2019-07-30,7.636000,7.700000,7.530000,7.552000,5.598185,786817
2019-07-31,7.598000,7.670000,7.576000,7.590000,5.626354,655311
2019-08-01,7.512000,7.562000,7.380000,7.470000,5.537400,705555
2019-08-02,7.328000,7.336000,7.164000,7.286000,5.401003,1295828
2019-08-05,7.224000,7.412000,7.144000,7.380000,5.470684,915346
2019-08-06,7.334000,7.468000,7.282000,7.306000,5.415830,704009
2019-08-07,7.468000,7.468000,7.238000,7.360000,5.455859,975781
2019-08-08,7.466000,7.552000,7.436000,7.540000,5.589290,656073
2019-08-09,7.520000,7.520000,7.250000,7.290000,5.403969,520826
2019-08-12,7.364000,7.364000,7.172000,7.228000,5.358009,606036
2019-08-13,7.200000,7.422000,7.112000,7.318000,5.424725,665304
2019-08-14,7.320000,7.320000,7.002000,7.042000,5.220129,1089013
2019-08-15,7.046000,7.174000,6.940000,7.030000,5.211235,1351538
2019-08-16,7.040000,7.176000,7.026000,7.176000,5.319462,770276
2019-08-19,7.240000,7.366000,7.208000,7.362000,5.457341,748728
2019-08-20,7.308000,7.332000,7.126000,7.192000,5.331324,530145
2019-08-21,7.232000,7.378000,7.226000,7.290000,5.403969,419343
2019-08-22,7.210000,7.510000,7.186000,7.428000,5.506266,718492
2019-08-23,7.500000,7.540000,7.290000,7.320000,5.426207,749227
2019-08-26,7.250000,7.380000,7.172000,7.274000,5.392108,583648
2019-08-27,7.280000,7.366000,7.226000,7.228000,5.358009,633422
2019-08-28,7.230000,7.272000,7.130000,7.250000,5.374317,509669
2019-08-29,7.250000,7.444000,7.222000,7.438000,5.513679,661004
2019-08-30,7.404000,7.570000,7.344000,7.530000,5.581877,1183474
2019-09-02,7.528000,7.668000,7.528000,7.656000,5.675279,853569
2019-09-03,7.656000,7.656000,7.494000,7.612000,5.642662,821651
2019-09-04,7.660000,7.902000,7.660000,7.814000,5.792403,1012757
2019-09-05,7.980000,8.190000,7.960000,8.140000,6.034061,1782649
2019-09-06,8.140000,8.210000,8.042000,8.074000,5.985136,913934
2019-09-09,8.114000,8.162000,8.030000,8.144000,6.037026,491186
2019-09-10,8.160000,8.276000,8.094000,8.252000,6.117085,1373290
2019-09-11,8.280000,8.438000,8.272000,8.338000,6.180835,1063592
2019-09-12,8.434000,8.480000,8.236000,8.382000,6.213452,816753
2019-09-13,8.424000,8.676000,8.420000,8.516000,6.312784,1237738
2019-09-16,8.500000,8.500000,8.270000,8.352000,6.191214,871678
2019-09-17,8.370000,8.370000,8.172000,8.232000,6.102260,1165692
2019-09-18,8.224000,8.372000,8.200000,8.200000,6.078538,1018276
2019-09-19,8.154000,8.300000,8.074000,8.250000,6.115602,1149244
2019-09-20,8.252000,8.290000,8.140000,8.180000,6.063712,3125958
2019-09-23,8.150000,8.156000,7.910000,8.000000,5.930281,821791
2019-09-24,8.044000,8.052000,7.874000,7.874000,5.836879,1364785
2019-09-25,7.876000,7.962000,7.770000,7.962000,5.902112,1174034
2019-09-26,7.950000,8.044000,7.822000,7.822000,5.798333,1389499
2019-09-27,7.850000,7.926000,7.828000,7.864000,5.829466,686156
2019-09-30,7.900000,7.916000,7.824000,7.848000,5.817605,723457
2019-10-01,7.888000,7.962000,7.782000,7.808000,5.787954,755901
2019-10-02,7.780000,7.782000,7.612000,7.616000,5.645627,1094783
2019-10-03,7.600000,7.600000,7.314000,7.384000,5.473649,1840890
2019-10-04,7.408000,7.438000,7.300000,7.334000,5.436585,1600029
2019-10-07,7.362000,7.532000,7.300000,7.502000,5.561121,840332
2019-10-08,7.500000,7.502000,7.324000,7.426000,5.504784,1240541
2019-10-09,7.448000,7.578000,7.392000,7.484000,5.547778,772764
